#61554	#61554	['#61554' 'trauma' 'traumatic' '#90995' '#61615']	5
#74905	#74905	['#74905' '#77432' '#73937' '#90843' '#66294']	5
#1243	#1243	['#1243' 'cruise' '#97673' 'geophysical' 'cruise ship']	5
sterilized	sterilized	['sterilized' '#2914' 'fibroid' 'vasectomy' '#26349']	5
mountain chain	mountain chain	['mountain chain' '#160018' '#308649' '#160016' 'prevailing wind']	5
reporting	reporting	['reporting' '#190173' '#4166' 'performance' 'previous']	5
sauna	sauna	['sauna' '#20092' '#157726' '#150129' '#20050']	5
colouring	colouring	['colouring' '#34823' 'sauce' 'chewing gum' '#36481']	5
#149259	#149259	['#149259' 'needle' '#18495' '#21311' 'syringe']	5
earmark	earmark	['earmark' 'social assistance' '#57797' '#43928' 'shortfall']	5
center	center	['center' '#183048' 'specialize' 'ages' '#80660']	5
magnetics	magnetics	['magnetics' '#113510' 'radiometry' 'refraction' '#49014']	5
#135467	#135467	['#135467' 'bone of contention' '#289128' '#73990' 'nervousness']	5
#317462	#317462	['#317462' 'parental authority' 'adoptive parent' 'wedlock' '#143079']	5
#1019	#1019	['#1019' 'repair' 'reparation' 'road' '#57273']	5
#68009	#68009	['#68009' '#77631' 'receptacle' 'fit' '#15581']	5
#93789	#93789	['#93789' 'double' 'triple' '#67051' '#200019']	5
#43807	#43807	['#43807' 'paediatrician' 'gynaecologist' '#45400' 'general practitioner']	5
bananas	bananas	['bananas' '#52817' 'vanilla' 'groundnut' '#93050']	5
#48094	#48094	['#48094' 'wet nurse' '#166658' 'nappy' '#45328']	5
#9658	#9658	['#9658' 'lion' '#42222' 'wolf' 'bull']	5
#200257	#200257	['#200257' 'overnight' '#191744' 'suddenly' '#169987']	5
#73770	#73770	['#73770' 'reassure' '#200523' '#83229' '#88947']	5
antichristian	antichristian	['antichristian' '#180125' 'bigot' '#43950' 'disciple']	5
miniscule	miniscule	['miniscule' '#89122' 'cedi' '#79075' '#22846']	5
sport facility	sport facility	['sport facility' '#199568' '#19222' '#16821' '#305235']	5
#78666	#78666	['#78666' 'personal matter' 'step child' '#48053' 'marriage ceremony']	5
#178134	#178134	['#178134' 'phenomenological' 'sociological' '#97661' '#97742']	5
ease	ease	['ease' '#62359' 'stabilize' '#58256' '#66876']	5
mobile phone operator	mobile phone operator	['mobile phone operator' '#323600' 'ticker' 'mobile network operator'
 '#212736']	5
#215118	#215118	['#215118' 'further education' 'grammar school' 'fulltime'
 'course of study']	5
shout	shout	['shout' '#69848' 'scream' '#69646' 'yell']	5
decompression	decompression	['decompression' '#1437' '#97405' 'concussion' '#61601']	5
exhibition	exhibition	['exhibition' '#122415' 'poster' 'exhibit' 'film']	5
#46121	#46121	['#46121' 'vendor' 'seller' '#47666' 'buyer']	5
transformation	transformation	['transformation' 'undergo' 'dynamic' '#116159' '#87376']	5
oral exam	oral exam	['oral exam' 'oral examination' '#33174' 'examinee' 'pupillage']	5
hunt down	hunt down	['hunt down' '#70895' '#81750' 'decapitate' '#69309']	5
punctual	punctual	['punctual' '#92060' 'punctuality' '#35501' '#76313']	5
archeological	archeological	['archeological' 'historical site' 'archaeological site' '#326760'
 '#151338']	5
observation post	observation post	['observation post' '#39409' 'perimeter' 'prefabricated'
 'observation point']	5
#67837	#67837	['#67837' 'loosen' '#43816' '#68502' 'cut out']	5
five	five	['five' '#93684' 'four' '#93683' 'judge']	5
#1834	#1834	['#1834' 'olympian' 'games' '#1833' '#2028']	5
immediately	immediately	['immediately' 'beginning' '#75907' '#192541' 'half']	5
antiseptic	antiseptic	['antiseptic' '#12975' 'anaesthetic' '#13282' 'aspirin']	5
rear	rear	['rear' 'roof' '#19911' '#37293' '#77127']	5
#33610	#33610	['#33610' 'derailment' 'conflagration' 'foretell' '#87141']	5
gatehouse	gatehouse	['gatehouse' '#16580' 'parking lot' '#2911' 'electrical cable']	5
supernumerary	supernumerary	['supernumerary' '#47487' 'temporary contract' 'fixed-term contract'
 '#317543']	5
multicultural	multicultural	['multicultural' 'harmonious' '#22603' '#92246' 'pluralism']	5
securities	securities	['securities' 'bank account' '#303930' 'interest rate' '#57427']	5
#64336	#64336	['#64336' 'magma' 'lava' '#8332' '#78144']	5
#30559	#30559	['#30559' '#30721' '#30447' 'news service' 'news']	5
adversity	adversity	['adversity' '#33757' 'misfortune' '#33626' 'stoicism']	5
#95911	#95911	['#95911' 'worn' '#95923' 'worn-out' '#17022']	5
delegation	delegation	['delegation' '#38693' '#47006' 'mr.' 'concern']	5
#58527	#58527	['#58527' 'capacity unit' 'storage capacity' '#72427' 'data stream']	5
#78201	#78201	['#78201' 'fabric' 'tear' 'cloth' '#19977']	5
character reference	character reference	['character reference' '#57632' 'index card' 'oral examination' '#145045']	5
computer screen	computer screen	['computer screen' 'electronic device' '#71739' 'tv set' 'adaptor']	5
tadpole	tadpole	['tadpole' '#11606' '#36209' 'eel' '#145967']	5
outgo	outgo	['outgo' 'payout' '#139103' 'capitalisation'
 'information processing system']	5
#124497	#124497	['#124497' '#95636' 'fine-tune' '#154450' '#67721']	5
#18321	#18321	['#18321' 'moulding' 'bead' 'ceramic' '#98327']	5
intravenous	intravenous	['intravenous' '#93313' '#1286' '#290556' '#71163']	5
run	run	['run' '#73729' 'jointly' '#76703' '#191855']	5
#59348	#59348	['#59348' '#65587' '#93691' 'ix' '#59347']	5
judgement by default	judgement by default	['judgement by default' '#4881' 'default judgement' 'summary proceeding'
 '#305199']	5
#93582	#93582	['#93582' 'cortex' '#28345' '#131119' 'motility']	5
host	host	['host' 'appreciation' '#78054' 'event' 'attend']	5
uncivilized	uncivilized	['uncivilized' 'barbarian' 'primitive' 'chauvinistic' '#91236']	5
television show	television show	['television show' 'talk show' '#126143' '#30449' '#30456']	5
city hall	city hall	['city hall' '#14624' '#145458' 'shopping centre' 'convent']	5
#316429	#316429	['#316429' 'basic salary' 'indexation' '#3264' '#222959']	5
dictated	dictated	['dictated' 'providential' '#82629' 'slanted' 'blunt']	5
firing	firing	['firing' '#4004' '#177188' 'artillery' '#19884']	5
foil	foil	['foil' '#75617' '#66364' '#71904' 'dull']	5
#88034	#88034	['#88034' 'lesbian' 'transgender' 'bi' '#215480']	5
mental deficiency	mental deficiency	['mental deficiency' '#26874' 'mental disease' '#62678' 'deafness']	5
cooperative society	cooperative society	['cooperative society' '#38066' 'credit union' 'consumer cooperative'
 '#181512']	5
#45424	#45424	['#45424' 'hardliner' '#218404' 'hard-line' '#23561']	5
#85414	#85414	['#85414' 'determinable' 'call option' 'nominal value' 'cumulate']	5
sept	sept	['sept' '#99722' 'hag' '#99709' 'yin']	5
#190337	#190337	['#190337' '#43140' 'free trade area' '#374515' 'monetary union']	5
deafness	deafness	['deafness' '#62678' 'hearing loss' '#62715' 'paraplegia']	5
#177650	#177650	['#177650' 'intensive agriculture' '#326758' 'scavenge' 'coffee tree']	5
social service	social service	['social service' '#2413' 'social security' '#27311' '#20133']	5
stabilisation	stabilisation	['stabilisation' '#41605' 'dune' '#552' 'solidification']	5
#192246	#192246	['#192246' 'bi-weekly' 'biweekly' '#166531' '#164663']	5
renewal	renewal	['renewal' '#5151' '#23324' 'precondition' 'utility']	5
#116039	#116039	['#116039' '#28954' '#169811' 'egoism' '#48721']	5
preferment	preferment	['preferment' 'surety' '#85647' '#67837' 'suitor']	5
#29033	#29033	['#29033' 'liaison' '#44461' '#76513' 'surveillance']	5
galvanize	galvanize	['galvanize' '#74008' 'catalyse' '#71490' 'world leader']	5
dynamite	dynamite	['dynamite' '#15760' '#67341' '#120766' 'toss']	5
artificial intelligence	artificial intelligence	['artificial intelligence' 'photovoltaic cell' 'expert system'
 'programming language' 'proteomics']	5
#174400	#174400	['#174400' 'environmental features' 'ecological system' 'hydrologic cycle'
 '#96428']	5
#159174	#159174	['#159174' '#73964' 'look on' '#23448' 'yearn']	5
#144597	#144597	['#144597' 'undergraduate' '#77055' '#47914' 'exam']	5
#27708	#27708	['#27708' '#29679' 'gross national income' 'glossary' '#132078']	5
#143388	#143388	['#143388' 'look back' '#68617' '#45604' 'rejoice']	5
#97755	#97755	['#97755' '#39138' '#43118' 'neighbourhood' 'church']	5
prawn	prawn	['prawn' '#8832' '#8803' 'fillet' 'scallop']	5
#33126	#33126	['#33126' 'plea' 'imprimatur' '#88193' 'give in']	5
#43163	#43163	['#43163' '#43192' '#42881' 'affluent' '#43440']	5
injection	injection	['injection' '#2843' '#71155' '#63340' 'inject']	5
#159672	#159672	['#159672' '#171639' 'draconian' 'suffocate' '#72923']	5
#182495	#182495	['#182495' 'milking' 'pastry' '#18243' 'bee-keeping']	5
#306234	#306234	['#306234' 'ionizing radiation' '#217779' '#138943' 'radioactive material']	5
church building	church building	['church building' 'chapel' 'house of prayer' '#38015' '#134782']	5
#192693	#192693	['#192693' 'generously' '#87511' 'generous' '#69223']	5
wholesale	wholesale	['wholesale' 'retail' 'consumer goods' '#14914' 'manufacturing sector']	5
spleen	spleen	['spleen' '#25589' 'thymus' 'oedema' '#61660']	5
jackhammer	jackhammer	['jackhammer' '#12818' '#20986' '#119439' '#42829']	5
fried	fried	['fried' 'fillet' '#34908' '#36209' '#143086']	5
propaganda	propaganda	['propaganda' 'incite' '#69586' 'extremist' '#44997']	5
#36966	#36966	['#36966' 'whisky' 'handbag' 'rug' '#22467']	5
#37509	#37509	['#37509' '#131642' '#150129' 'karaoke' '#37912']	5
#186606	#186606	['#186606' 'tritium' 'fission' '#58238' 'irradiation']	5
#72468	#72468	['#72468' 'hijack' 'commandeer' '#19148' 'airplane']	5
#79160	#79160	['#79160' 'sash' 'decorate' '#73388' 'bead']	5
#85687	#85687	['#85687' 'paramount' 'insist' '#60531' 'hence']	5
#117501	#117501	['#117501' 'vector' 'insecticide' '#64284' '#160700']	5
#77497	#77497	['#77497' 'toll' 'fatality' '#59736' '#22919']	5
father-in-law	father-in-law	['father-in-law' '#45035' '#46228' 'mother-in-law' '#44624']	5
ameliorate	ameliorate	['ameliorate' 'housing problem' '#155652' '#116106' 'predicament']	5
#44447	#44447	['#44447' 'centrist' '#92827' '#146389' 'populist']	5
#46535	#46535	['#46535' 'patriot' 'nationalist' 'fanatic' '#45016']	5
biochemistry	biochemistry	['biochemistry' '#28470' 'molecular biology' '#28469' '#28398']	5
diplomatic note	diplomatic note	['diplomatic note' '#305160' 'rogatory' '#189082' '#46215']	5
#45829	#45829	['#45829' '#43103' '#43860' '#97938' 'pentecostal']	5
#87374	#87374	['#87374' 'underemployed' 'jobless' 'uneducated' 'housewife']	5
vanquished	vanquished	['vanquished' '#85156' 'fury' 'devil' 'forefather']	5
#87377	#87377	['#87377' 'useful' '#200001' '#191684' 'look']	5
papers	papers	['papers' '#135323' 'birth certificate' '#29828' 'identity card']	5
acidification	acidification	['acidification' '#57920' 'human activity' 'eutrophication' '#122220']	5
#39688	#39688	['#39688' 'building site' 'downtown' 'apartment building' 'vacant lot']	5
#81699	#81699	['#81699' 'carnal knowledge' '#90216' 'intercourse' 'pederasty']	5
switch off	switch off	['switch off' 'television screen' 'console' 'cellular telephone' '#17352']	5
#85051	#85051	['#85051' '#30058' 'yearly' 'indices' '#156346']	5
genealogical	genealogical	['genealogical' '#98643' 'lineage' '#45138' 'patrilineal']	5
#87080	#87080	['#87080' 'unforgettable' '#24974' 'joyous' 'stoicism']	5
#166725	#166725	['#166725' 'paralyse' 'paralyze' 'moribund' '#91630']	5
ghost	ghost	['ghost' 'fearful' '#45269' 'miserable' '#27363']	5
#15398	#15398	['#15398' 'diagram' '#32344' 'graph' 'pyramid']	5
#90901	#90901	['#90901' 'clothed' 'shard' 'buttock' '#174240']	5
#32529	#32529	['#32529' 'rondo' 'unchain' '#29447' 'restless']	5
exigent	exigent	['exigent' '#21640' '#164392' 'lapse of time' 'secret code']	5
heath	heath	['heath' '#39055' 'preventive care' 'family physician' '#157092']	5
#78966	#78966	['#78966' 'object' '#29538' 'image' 'display']	5
#23705	#23705	['#23705' 'subjectivity' '#90449' '#62595' '#23119']	5
#950	#950	['#950' 'short-circuit' 'gross margin' '#169987' '#173556']	5
#95409	#95409	['#95409' '#30694' 'feedback' 'beneficial' 'excellent']	5
#147256	#147256	['#147256' 'twist' '#57749' 'dull' 'pull off']	5
