#61554	#61554	['#61554' 'anxiety' 'trauma' 'depression' 'symptom']	5
#74905	#74905	['#74905' '#140829' 'go to sleep' '#68019' '#76232']	5
#47010	#47010	['#47010' 'rescuer' 'oil extraction' 'booming' 'eucalyptus tree']	5
#84563	#84563	['#84563' 'marvelous' '#37324' 'dogmatism' 'crowning']	5
#1243	#1243	['#1243' 'cruise' '#310308' '#8853' '#310066']	5
sterilized	sterilized	['sterilized' 'cholesterol' '#63479' 'hormone' '#26356']	5
mountain chain	mountain chain	['mountain chain' '#97698' '#49095' 'quadrangle' 'massif']	5
reporting	reporting	['reporting' 'previous' '#190173' '#93683' 'complete']	5
sauna	sauna	['#157726' '#20092' '#2069' '#20050' 'striptease']	0
colouring	colouring	['colouring' 'powdered milk' '#91444' '#53693' 'gari']	5
#149259	#149259	['needle' '#149259' '#96813' '#93318' 'gastric']	4
earmark	earmark	['earmark' 'shortfall' 'donation' 'funded' 'inception']	5
center	center	['center' 'methodological' '#99785' '#39133' 'point of view']	5
magnetics	magnetics	['magnetics' '#121186' 'electric field' 'convection' 'extreme ultraviolet']	5
#135467	#135467	['bone of contention' '#135467' 'start out' 'irredentism' '#38647']	4
#317462	#317462	['#317462' 'parental authority' 'paternal' '#97138' '#48053']	5
#1019	#1019	['#1019' 'repair' '#2392' '#90792' '#76164']	5
#68009	#68009	['#68009' '#77631' '#77652' '#41259' '#85238']	5
#93789	#93789	['#93789' 'victimization' '#67051' '#554' 'intake']	5
#43807	#43807	['#43807' 'obstetrician' 'paediatrician' '#45400' 'family doctor']	5
bananas	bananas	['vanilla' 'beet' 'bananas' 'free on board' 'grapefruit']	3
#48094	#48094	['#48094' 'breast feed' 'beef cattle' '#73856' 'powdered milk']	5
#9658	#9658	['#9658' 'lion' '#125829' '#177237' 'fox']	5
#200257	#200257	['#200257' 'overnight' 'turn around' 'lengthen' 'go home']	5
#73770	#73770	['#73770' 'reassure' '#31199' 'normalization' '#193658']	5
antichristian	antichristian	['antichristian' '#4255' '#180125' '#28923' 'raging']	5
miniscule	miniscule	['#89122' 'miniscule' 'essential amino acid' '#304855' 'brown coal']	4
sport facility	sport facility	['#199568' 'swimming pool' 'sport facility' 'theatre company' '#19222']	3
#78666	#78666	['#78666' 'personal matter' 'decedent' '#29308' 'biogenetic']	5
#178134	#178134	['#178134' 'phenomenological' '#27295' 'hitch-hiking' 'cosmology']	5
ease	ease	['ease' 'deepen' '#66876' '#62359' 'deteriorate']	5
mobile phone operator	mobile phone operator	['mobile phone operator' '#70956' 'mutual fund' '#28314' '#49311']	5
#215118	#215118	['further education' '#215118' 'methodologist' 'liberal arts' '#178671']	4
shout	shout	['shout' '#69848' 'cock' '#72299' 'marcher']	5
decompression	decompression	['decompression' '#1437' 'forceps' 'gravitation' '#174119']	5
exhibition	exhibition	['exhibition' '#122415' '#18425' 'museum' 'celebration']	5
#46121	#46121	['#46121' 'except' 'purchase' '#47666' 'loan']	5
transformation	transformation	['transformation' '#93570' '#67858' 'progressive' 'undergo']	5
oral exam	oral exam	['oral exam' 'geometrical' 'cryogenic' '#70145' 'pixel']	5
hunt down	hunt down	['hunt down' '#7' '#71565' 'recoil' 'trumpet']	5
punctual	punctual	['#92060' 'punctual' '#204006' '#23426' 'softly']	4
archeological	archeological	['archeological' 'artistic heritage' '#175537' 'palaeontological'
 'paleontological']	5
observation post	observation post	['#39409' 'observation post' '#13350' '#173859' 'alpha']	4
#67837	#67837	['#67837' 'loosen' '#115004' 'unrefined' '#13189']	5
five	five	['five' '#93684' 'four' '#93683' 'complete']	5
#1834	#1834	['#1834' '#79863' '#177237' 'thanksgiving' 'genetic code']	5
immediately	immediately	['immediately' '#67558' '#192541' 'perpetrator' 'decline']	5
antiseptic	antiseptic	['antiseptic' '#63341' 'antioxidant' 'noodle' 'powdered milk']	5
rear	rear	['rear' '#216018' 'empty' '#38997' 'static']	5
#33610	#33610	['#33610' 'derailment' '#70856' '#92004' '#158838']	5
gatehouse	gatehouse	['gatehouse' 'electric motor' 'gas station' '#18783' 'brown coal']	5
supernumerary	supernumerary	['supernumerary' 'compunction' 'prison guard' 'casual labour'
 'unconstitutionally']	5
multicultural	multicultural	['multicultural' 'bilingual' 'coexistence' '#90028' 'harmonious']	5
securities	securities	['securities' 'interest rate' '#57427' '#303930' 'disbursement']	5
#64336	#64336	['#64336' 'magma' '#41859' '#49119' '#62549']	5
#30559	#30559	['#30559' 'news agency' '#199840' '#30721' '#30447']	5
adversity	adversity	['adversity' '#33757' '#23692' 'odds' 'humility']	5
#95911	#95911	['#95911' 'worn' 'forceps' '#180046' '#95923']	5
delegation	delegation	['delegation' '#38693' 'express' '#30612' 'part']	5
#58527	#58527	['#58527' 'capacity unit' 'confidence interval' '#122240' 'culling']	5
#78201	#78201	['weave' '#78201' 'knit' '#22426' 'monolith']	4
character reference	character reference	['character reference' 'anthropometric' '#31284' '#14799' 'geometrical']	5
computer screen	computer screen	['computer screen' 'cleave' '#154181' 'gravitation' '#15211']	5
tadpole	tadpole	['tadpole' '#11606' '#83089' 'trout' 'microsome']	5
outgo	outgo	['outgo' '#150975' 'kitchen garden' '#11188' '#7758']	5
#124497	#124497	['#124497' '#19755' '#14741' 'mascot' 'arms control']	5
#18321	#18321	['brown coal' '#64273' 'home appliance' 'merry-go-round' 'brass']	0
intravenous	intravenous	['intravenous' '#71155' '#303759' 'heterosexual' '#202328']	5
run	run	['run' '#60331' 'distribute' '#30149' '#69193']	5
#59348	#59348	['#59348' '#59347' '#93691' '#59354' '#65587']	5
judgement by default	judgement by default	['judgement by default' 'error of form' 'err' '#4881' '#147915']	5
#93582	#93582	['#93582' '#26797' 'body mass' '#212371' 'confidence interval']	5
host	host	['host' 'attend' '#78054' '#99775' 'critical']	5
uncivilized	uncivilized	['uncivilized' 'barbarian' 'arrogant' 'freak' '#92234']	5
television show	television show	['television show' '#200414' '#30460' '#148751' 'rebroadcast']	5
city hall	city hall	['#145458' 'parish priest' '#177237' 'axe' 'sheik']	0
#316429	#316429	['#316429' 'gravitation' '#34879' 'automaticity' '#31321']	5
dictated	dictated	['dictated' '#92234' '#173795' 'postulate' 'oversimplified']	5
firing	firing	['firing' '#38653' '#4007' '#67340' 'projectile']	5
foil	foil	['foil' 'compunction' '#73203' '#140617' 'provoker']	5
#88034	#88034	['#88034' 'transgender' 'gay' 'bisexual' 'differentiate']	5
mental deficiency	mental deficiency	['#26874' 'mental deficiency' 'deformity' '#97612' 'inborn']	4
cooperative society	cooperative society	['cooperative society' 'consumer loan' 'thrift' '#175353' '#302723']	5
#45424	#45424	['#45424' 'hardliner' 'hardline' '#69311' 'fanatic']	5
#85414	#85414	['#85414' 'determinable' '#70313' 'amortize' '#4611']	5
sept	sept	['sept' '#36311' '#62958' 'senatorial' '#269463']	5
#190337	#190337	['#190337' '#43140' 'monetary union' '#59775' 'clean fuel']	5
deafness	deafness	['#62678' 'deformity' '#97612' '#61087' 'eyesight']	0
#177650	#177650	['#177650' 'soya' 'collectivize' 'soybean' 'vanilla']	5
social service	social service	['social service' '#2413' 'shelter' '#4500' 'psychological']	5
stabilisation	stabilisation	['stabilisation' '#145967' '#35504' '#64572' '#35517']	5
#192246	#192246	['#192246' 'bi-weekly' 'biweekly' '#30327' '#49033']	5
renewal	renewal	['renewal' '#5151' '#90763' 'similarly' '#4765']	5
#116039	#116039	['#116039' '#136840' 'nostalgia' 'totalitarianism' 'utilitarianism']	5
preferment	preferment	['preferment' 'pretended' '#81820' 'law-breaker' 'ex.']	5
#29033	#29033	['#29033' 'liaison' '#190012' 'pursuit' '#87280']	5
galvanize	galvanize	['galvanize' '#74008' '#71490' 'energize' '#67142']	5
dynamite	dynamite	['dynamite' '#15760' 'earthenware' '#120766' '#15268']	5
artificial intelligence	artificial intelligence	['artificial intelligence' 'gravitation' '#94950' '#49311' '#182495']	5
#174400	#174400	['#174400' 'environmental features' 'energy unit' '#34879' '#222927']	5
#159174	#159174	['#159174' 'struggle for existence' 'convalesce' '#64474' 'heady']	5
#144597	#144597	['#144597' '#47914' 'professorship' 'entrance examination' '#287017']	5
#27708	#27708	['#27708' '#59880' '#30058' 'glossary' '#29679']	5
#143388	#143388	['look back' '#143388' '#166401' 'darken' 'cartesian']	4
#97755	#97755	['#97755' '#39138' '#43118' 'neighbourhood' 'extremist']	5
prawn	prawn	['prawn' '#8832' '#11954' 'sardine' 'legume']	5
#33126	#33126	['#33126' 'unavowed' 'fanciful' 'civilize' 'couch']	5
#43163	#43163	['#43163' '#43192' '#27884' '#98514' '#43440']	5
injection	injection	['injection' '#2843' 'methane' '#1283' '#63340']	5
#159672	#159672	['#159672' '#150998' 'guillotine' 'forceps' 'meek']	5
#182495	#182495	['#182495' 'beef cattle' 'pig' 'llama' 'apiculture']	5
#306234	#306234	['#306234' '#217779' 'radiological' 'ionizing radiation' 'radionuclide']	5
church building	church building	['church building' '#76197' '#43539' 'aristocracy' '#77663']	5
#192693	#192693	['generously' '#192693' '#87511' '#38432' '#321577']	4
wholesale	wholesale	['wholesale' 'retail' '#36128' 'tax income' 'manufacturing business']	5
spleen	spleen	['spleen' 'oedema' '#25395' 'olfactory' '#97821']	5
jackhammer	jackhammer	['jackhammer' '#12818' '#20986' 'radial' 'pressure switch']	5
fried	fried	['fried' '#36311' '#36601' 'beet' '#7758']	5
propaganda	propaganda	['propaganda' 'ideology' 'hate' '#69586' '#29417']	5
#36966	#36966	['whisky' '#36966' 'gari' 'unrefined' '#10527']	4
#37509	#37509	['#37509' 'popular culture' 'carnival' '#2069' 'mass communication']	5
#186606	#186606	['#186606' 'tritium' 'nitric acid' '#41258' 'thorium']	5
#72468	#72468	['#72468' 'hijack' 'airplane' 'fatally' '#150998']	5
#79160	#79160	['sash' 'gari' '#18934' 'earthenware' '#16163']	0
#85687	#85687	['#85687' 'paramount' '#17516' '#24464' '#118526']	5
#117501	#117501	['#117501' '#146847' 'dioxin' 'vector' '#160700']	5
#77497	#77497	['#77497' 'quantifiable' 'depreciation' 'end result' 'operating cost']	5
father-in-law	father-in-law	['father-in-law' '#45035' 'mother-in-law' '#47459' 'brother-in-law']	5
ameliorate	ameliorate	['ameliorate' '#137531' 'dire' 'desperate' 'financial condition']	5
#44447	#44447	['#44447' '#82801' '#92827' '#92835' 'money supply']	5
#46535	#46535	['#46535' 'mujahideen' '#122769' 'nationalist' '#44219']	5
biochemistry	biochemistry	['biochemistry' '#28470' 'medical science' 'molecular biology'
 'pharmacology']	5
diplomatic note	diplomatic note	['diplomatic note' '#305160' 'restatement' '#24994' 'prof.']	5
#45829	#45829	['#45829' '#45977' 'apostate' '#97955' '#43103']	5
#87374	#87374	['#87374' 'underemployed' 'family business' 'labor force' 'jobless']	5
vanquished	vanquished	['vanquished' 'nostalgia' '#69649' '#96870' 'wickedness']	5
#87377	#87377	['#87377' 'useful' 'learn' 'better' '#78613']	5
papers	papers	['papers' '#135323' 'identity card' '#87540' 'falsification']	5
acidification	acidification	['acidification' '#57920' '#122220' 'eutrophication' '#39647']	5
#39688	#39688	['#39688' 'building site' 'day labourer' 'construction site' '#16195']	5
#81699	#81699	['#81699' '#90216' 'promiscuous' '#126619' 'buggery']	5
switch off	switch off	['switch off' '#41777' 'gravitation' 'extraterrestrial' 'black hole']	5
#85051	#85051	['#85051' 'population census' '#310212' '#30058' 'public expenditure']	5
genealogical	genealogical	['genealogical' '#98643' '#156129' 'spiritual being' 'bloodline']	5
#87080	#87080	['unforgettable' '#87080' '#87631' 'chorus' '#304961']	4
#166725	#166725	['paralyze' '#166725' '#173795' 'hushed' 'interregnum']	4
ghost	ghost	['ghost' 'over again' '#140617' '#27382' '#34666']	5
#15398	#15398	['#15398' 'diagram' '#212371' '#27719' 'dependent variable']	5
#90901	#90901	['clothed' 'piercing' '#16227' '#115830' '#304883']	0
#32529	#32529	['#32529' 'gravitation' '#137702' 'colouration' 'folk medicine']	5
exigent	exigent	['exigent' '#89881' '#13525' 'ascertainable' '#67090']	5
heath	heath	['heath' '#39055' '#61247' 'oncologic' 'nourishment']	5
#78966	#78966	['#78966' 'earth' 'aerodynamic properties' '#27537' '#29538']	5
#23705	#23705	['#23705' 'subjectivity' 'spiritual being' 'primitive' 'neoclassical']	5
#950	#950	['#950' '#64945' '#116122' '#1420' '#30439']	5
#95409	#95409	['#95409' 'beneficial' '#92300' '#99764' 'stimulate']	5
#147256	#147256	['#147256' 'aristocracy' 'sterility' 'alpha particle' 'gravitation']	5
